Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
2011-04-15,2919.0500,18.8037,10.6300,15.3200,15.3200,1319.6800
2011-04-14,2917.7200,20.7375,11.2500,16.2700,16.2700,1314.5200
2011-04-13,2949.9800,21.1973,11.6700,16.9200,16.9200,1314.4100
2011-04-12,2932.3300,22.4991,11.7900,17.0900,17.0900,1314.1600
2011-04-11,2974.5800,19.9800,11.4800,16.5900,16.5900,1324.4600
2011-04-08,2984.6600,19.9611,12.3800,17.8700,17.8700,1328.1700
2011-04-07,2963.6900,21.0214,11.9700,17.1100,17.1100,1333.5100
2011-04-06,2971.4800,20.1550,11.7800,16.9000,16.9000,1335.5400
2011-04-05,2950.9600,20.5154,12.1400,17.2500,17.2500,1332.6300
2011-04-04,2955.8400,20.6621,12.2900,17.5000,17.5000,1332.8700
2011-04-01,2962.9200,20.4234,12.3000,17.4000,17.4000,1332.4100
2011-03-31,2910.9100,22.0800,12.5000,17.7400,17.7400,1325.8300
2011-03-30,2936.4400,21.4727,12.5600,17.7100,17.7100,1328.2600
2011-03-29,2910.9300,22.4978,12.9100,18.1600,18.1600,1319.4400
2011-03-28,2914.7600,22.4799,13.7800,19.4400,19.4400,1310.1900
2011-03-25,2911.3300,22.0837,12.6600,17.9100,17.9100,1313.8000
2011-03-24,2909.7800,22.1000,12.6800,18.0000,18.0000,1309.6600
2011-03-23,2866.2300,23.9226,13.5700,19.1700,19.1700,1297.5400
2011-03-22,2854.7900,24.3914,14.2200,20.2100,20.2100,1293.7700
2011-03-21,2860.8100,25.2355,14.5300,20.6100,20.6100,1298.3800
2011-03-18,2792.6100,28.5337,17.2900,24.4400,24.4400,1279.2000
2011-03-17,2786.1600,30.6133,18.8100,26.3700,26.3700,1273.7200
2011-03-16,2721.2400,35.2293,21.1200,29.4000,29.4000,1256.8800
2011-03-15,2784.2000,31.0104,17.4100,24.3200,24.3200,1281.8700
2011-03-14,2852.1100,26.7431,15.1200,21.1300,21.1300,1296.3900
2011-03-11,2883.8400,24.7086,14.5100,20.0800,20.0800,1304.2800
2011-03-10,2909.7300,24.1369,15.8600,21.8800,21.8800,1295.1100
2011-03-09,2935.1100,23.4775,14.5200,20.2200,20.2200,1320.0200
2011-03-08,2945.4200,23.4535,14.2600,19.8200,19.8200,1321.8200
2011-03-07,2931.4200,24.4135,14.7400,20.6600,20.6600,1310.1300
2011-03-04,2949.1800,23.6358,13.6200,19.0600,19.0600,1321.1500
2011-03-03,2969.2400,23.9314,13.3400,18.6000,18.6000,1330.9700
2011-03-02,2958.8000,24.5965,14.9100,20.7000,20.7000,1308.4400
2011-03-01,2983.2700,23.8200,15.1900,21.0100,21.0100,1306.3300
2011-02-28,3013.0900,22.7141,13.2900,18.3500,18.3500,1327.2200
2011-02-25,2985.0200,23.1032,13.9800,19.2200,19.2200,1319.8800
2011-02-24,2949.1300,24.9885,15.4600,21.3200,21.3200,1306.1000
2011-02-23,2954.9200,24.9891,16.0800,22.1300,22.1300,1307.4000
2011-02-22,2983.3300,23.9321,15.1900,20.8000,20.8000,1315.4400
2011-02-21,3012.3400,22.1446,12.0200,,20.8000,
2011-02-18,3068.0000,19.6952,12.0500,16.4300,16.4300,1343.0100
2011-02-17,3064.5400,19.9957,12.2200,16.5900,16.5900,1340.4300
2011-02-16,3061.9200,19.1885,12.3700,16.7200,16.7200,1336.3200
2011-02-15,3030.4600,20.4386,12.1100,16.3700,16.3700,1328.0100
2011-02-14,3018.3800,20.7408,11.8500,15.9500,15.9500,1332.3200
2011-02-11,3024.3700,19.9460,11.5800,15.6900,15.6900,1329.1400
2011-02-10,3025.6800,19.7522,11.8300,16.0900,16.0900,1321.8700
2011-02-09,3031.6200,19.7493,11.5800,15.8700,15.8700,1320.8800
2011-02-08,3042.5000,20.2060,11.5600,15.8100,15.8100,1324.5700
2011-02-07,3031.1800,20.3702,12.0200,16.2800,16.2800,1319.0500
2011-02-04,3003.1900,20.8982,11.7500,15.9300,15.9300,1310.8700
2011-02-03,2995.4900,22.0919,12.2400,16.6900,16.6900,1307.1000
2011-02-02,3012.7000,21.6554,12.5300,17.3000,17.3000,1304.0300
2011-02-01,3006.8100,22.1521,12.7800,17.6300,17.6300,1307.5900
2011-01-31,2953.6300,22.7339,14.2400,19.5300,19.5300,1286.1200
2011-01-28,2954.1300,22.1322,14.7100,20.0400,20.0400,1276.3400
2011-01-27,2989.7500,21.1087,11.7600,16.1500,16.1500,1299.5400
2011-01-26,2967.7800,21.5269,12.1500,16.6400,16.6400,1296.6300
2011-01-25,2957.7800,21.5594,12.8700,17.5900,17.5900,1291.1800
2011-01-24,2979.0600,20.3845,12.9100,17.6500,17.6500,1290.8400
2011-01-21,2970.5600,19.8027,13.6000,18.4700,18.4700,1283.3500
2011-01-20,2927.4200,21.1074,13.4100,17.9900,17.9900,1280.2600
2011-01-19,2923.7600,21.2715,12.8300,17.3100,17.3100,1281.9200
2011-01-18,2945.6200,20.1918,11.8500,15.8700,15.8700,1295.0100
2011-01-17,2910.6300,21.1731,11.6300,,,
2011-01-14,2920.4000,20.4446,11.5700,15.4600,15.4600,1293.2400
2011-01-13,2915.6200,21.4741,12.2900,16.3900,16.3900,1283.7600
2011-01-12,2879.1100,22.2715,12.4300,16.2400,16.2400,1285.9600
2011-01-11,2796.6000,23.8595,13.0600,16.8900,16.8900,1274.4800
2011-01-10,2760.8800,25.7194,13.5600,17.5400,17.5400,1269.7500
2011-01-07,2808.2500,23.9501,13.2000,17.1400,17.1400,1271.5000
2011-01-06,2836.2300,23.3018,13.3500,17.4000,17.4000,1273.8500
2011-01-05,2833.7400,23.0796,12.9500,17.0200,17.0200,1276.5600
2011-01-04,2844.1700,23.1560,13.0500,17.3800,17.3800,1270.2000
2011-01-03,2839.4300,23.6239,13.1800,17.6100,17.6100,1271.8700
2010-12-31,2792.8200,,13.2300,17.7500,17.7500,1257.6400
2010-12-30,2807.0400,23.9165,13.1900,17.5200,17.5200,1257.8800
2010-12-29,2841.2300,22.0090,13.1500,17.2800,17.2800,1259.7800
2010-12-28,2824.3000,22.5709,13.3400,17.5200,17.5200,1258.5100
2010-12-27,2826.5100,22.5773,13.4400,17.6700,17.6700,1257.5400
2010-12-24,2861.9400,,12.5500,,,
2010-12-23,2864.5200,19.5693,12.6000,16.4700,16.4700,1256.7700
2010-12-22,2869.6300,18.5947,11.8000,15.4500,15.4500,1258.8400
2010-12-21,2876.9900,18.4719,12.5600,16.4900,16.4900,1254.6000
2010-12-20,2839.2200,18.6800,12.5300,16.4100,16.4100,1247.0800
2010-12-17,2821.7700,19.2522,12.2500,16.1100,16.1100,1243.9100
2010-12-16,2845.7800,18.3588,13.1800,17.3900,17.3900,1242.8700
2010-12-15,2841.9900,19.8565,13.4600,17.9400,17.9400,1235.2300
2010-12-14,2861.6700,19.7225,13.1600,17.6100,17.6100,1241.5900
2010-12-13,2855.3700,20.4241,13.1100,17.5500,17.5500,1240.4600
2010-12-10,2839.5300,21.1483,13.3200,17.6100,17.6100,1240.4000
2010-12-09,2840.7100,21.6528,13.0900,17.2500,17.2500,1233.0000
2010-12-08,2818.9500,22.4882,13.4200,17.7400,17.7400,1228.2800
2010-12-07,2802.7400,23.3351,13.4800,17.9900,17.9900,1223.7500
2010-12-06,2769.9600,24.7228,13.5600,18.0200,18.0200,1223.1200
2010-12-03,2782.3900,23.8826,13.4600,18.0100,18.0100,1224.7100
2010-12-02,2781.3900,25.3572,14.7200,19.3900,19.3900,1221.5300
2010-12-01,2721.8700,28.1338,16.3500,21.3600,21.3600,1206.0600
2010-11-30,2650.9900,31.0728,18.0800,23.5400,23.5400,1180.5500
2010-11-29,2669.9600,30.6685,16.4500,21.5300,21.5300,1187.7600
2010-11-26,2736.9600,28.4384,16.8100,22.2200,22.2200,1189.4000
2010-11-25,2765.0500,25.4157,14.6300,,19.5600,
2010-11-24,2758.0200,26.3780,14.6100,19.5600,19.5600,1198.3500
2010-11-23,2739.3700,27.6290,15.3600,20.6300,20.6300,1180.7300
2010-11-22,2811.4300,23.3719,13.5000,18.3700,18.3700,1197.8400
2010-11-19,2845.7500,22.0588,13.2100,18.0400,18.0400,1199.7300
2010-11-18,2855.2300,22.9185,13.7900,18.7500,18.7500,1196.6900
2010-11-17,2802.7000,24.7764,16.0700,21.7600,21.7600,1178.5900
2010-11-16,2781.7700,26.3614,16.6600,22.5800,22.5800,1178.3400
2010-11-15,2848.4500,23.6229,14.8600,20.2000,20.2000,1197.7500
2010-11-12,2822.4300,24.6155,15.0400,20.6100,20.6100,1199.2100
2010-11-11,2831.2200,23.4862,13.6400,18.6400,18.6400,1213.5400
2010-11-10,2845.9300,22.6167,13.4800,18.4700,18.4700,1218.7100
2010-11-09,2890.6400,20.6317,13.7100,19.0800,19.0800,1213.4000
2010-11-08,2867.9600,21.7672,13.1600,18.2900,18.2900,1223.2500
2010-11-05,2875.9400,21.8485,13.0100,18.2600,18.2600,1225.8500
2010-11-04,2884.2100,21.5165,13.0200,18.5200,18.5200,1221.0600
2010-11-03,2830.4300,25.4353,13.9600,19.5600,19.5600,1197.9600
2010-11-02,2861.0100,23.8859,15.3800,21.5700,21.5700,1193.5700
2010-11-01,2836.7300,24.6186,15.7200,21.8300,21.8300,1184.3800
2010-10-29,2844.9900,23.3884,15.2500,21.2000,21.2000,1183.2600
2010-10-28,2845.5300,22.8100,15.0200,20.8800,20.8800,1183.7800
2010-10-27,2829.4200,23.9142,15.0300,20.7100,20.7100,1182.4500
2010-10-26,2856.3100,22.1475,14.5800,20.2200,20.2200,1185.6400
2010-10-25,2871.4800,22.0429,14.2000,19.8500,19.8500,1185.6200
2010-10-22,2873.7400,21.7654,13.4900,18.7800,18.7800,1183.0800
2010-10-21,2882.2900,22.0435,13.7600,19.2700,19.2700,1180.2600
2010-10-20,2851.5200,21.7151,14.1700,19.7900,19.7900,1178.1700
2010-10-19,2837.3300,22.0645,14.9600,20.6300,20.6300,1165.9000
2010-10-18,2850.7200,21.3909,13.6700,19.0900,19.0900,1184.7100
2010-10-15,2841.6500,21.5816,13.5800,19.0300,19.0300,1176.1900
2010-10-14,2836.1100,21.4778,14.1100,19.8800,19.8800,1173.8100
2010-10-13,2840.5500,21.7702,13.6600,19.0700,13.6600,1178.1000
2010-10-12,2775.7500,22.7510,13.6800,18.9300,13.6800,1169.7700
2010-10-11,2789.7200,22.5377,13.6500,18.9600,13.6500,1165.3200
2010-10-08,2785.4300,22.8174,14.8600,20.7100,14.8600,1165.1500
2010-10-07,2786.8800,23.9852,15.4700,21.5600,15.4700,1158.0600
2010-10-06,2780.0000,24.6471,15.4700,21.4900,15.4700,1159.9700
2010-10-05,2758.5600,25.1130,15.7200,21.7600,15.7200,1160.7500
2010-10-04,2701.0200,27.0484,17.2000,23.5300,17.2000,1137.0300
2010-10-01,2732.9100,26.3651,16.3700,22.5000,16.3700,1146.2400
2010-09-30,2747.9000,26.1124,17.3600,23.7000,17.3600,1141.2000
2010-09-29,2752.7100,25.0618,17.1000,23.2500,17.1000,1144.7300
2010-09-28,2774.6200,24.7616,16.6800,22.6000,16.6800,1147.7000
2010-09-27,2776.3300,24.5590,16.7300,22.5400,16.7300,1142.1600
2010-09-24,2792.7500,23.6604,16.1100,21.7100,16.1100,1148.6700
2010-09-23,2738.6100,25.5630,17.9000,23.8700,17.9000,1124.8300
2010-09-22,2752.7700,25.4218,16.7800,22.5100,16.7800,1134.2800
2010-09-21,2794.5500,25.0769,17.0200,22.3500,17.0200,1139.7800
2010-09-20,2802.6700,24.1468,16.4300,21.5000,16.4300,1142.7100
2010-09-17,2757.3700,24.5388,16.8700,22.0100,16.8700,1125.5900
2010-09-16,2784.6100,24.0703,16.5800,21.7200,16.5800,1124.6600
2010-09-15,2794.3600,23.5735,16.9600,22.1000,16.9600,1125.0700
2010-09-14,2806.4700,23.2662,16.6200,21.5600,16.6200,1121.1000
2010-09-13,2805.0600,23.7725,16.4800,21.2100,16.4800,1121.9000
2010-09-10,2780.4000,24.6199,17.2800,21.9900,17.2800,1109.5500
2010-09-09,2782.4300,24.2136,17.9100,22.8100,17.9100,1104.1800
2010-09-08,2752.8900,24.8580,18.2400,23.2500,18.2400,1098.8700
2010-09-07,2727.1600,25.2572,18.7000,23.8000,18.7000,1091.8400
2010-09-06,2753.6000,24.4704,16.5500,,16.5500,
2010-09-03,2746.2300,24.5597,16.5700,21.3100,16.5700,1104.5100
2010-09-02,2715.1900,25.9121,18.0800,23.1900,18.0800,1090.1000
2010-09-01,2715.2700,26.2515,18.6400,23.8900,18.6400,1080.2900
2010-08-31,2622.9500,29.3735,20.5000,26.0500,20.5000,1049.3300
2010-08-30,2616.5700,29.0896,21.4500,27.2100,21.4500,1048.9200
2010-08-27,2630.3500,28.3184,19.2200,24.4500,19.2200,1064.5900
2010-08-26,2606.8900,29.9828,21.4900,27.3700,21.4900,1047.2200
2010-08-25,2587.4000,30.8373,21.1400,26.7000,21.1400,1055.3300
2010-08-24,2614.5400,30.0343,21.6500,27.4600,21.6500,1051.8700
2010-08-23,2660.8400,28.2907,20.2700,25.6600,20.2700,1067.3600
2010-08-20,2643.9800,29.0491,20.0900,25.4900,20.0900,1071.6900
2010-08-19,2675.0200,29.3300,20.5500,26.4400,20.5500,1075.6300
2010-08-18,2728.6600,26.7371,19.1300,24.5900,19.1300,1094.1600
2010-08-17,2737.6900,27.7678,18.9000,24.3300,18.9000,1092.5400
2010-08-16,2698.2900,29.9967,20.3200,26.1000,20.3200,1079.3700
2010-08-13,2708.7300,29.1965,20.5600,26.2400,20.5600,1079.2500
2010-08-12,2720.8500,29.3678,20.0300,25.7300,20.0300,1083.6100
2010-08-11,2724.1600,30.0144,19.6800,25.3900,19.6800,1089.4700
2010-08-10,2800.0200,27.0942,17.0900,22.3700,17.0900,1121.0600
2010-08-09,2827.2700,25.8315,16.7200,22.1400,16.7200,1127.7900
2010-08-06,2779.3400,27.1054,16.3600,21.7400,16.3500,1121.6400
2010-08-05,2819.3400,25.1036,16.8000,22.1000,16.8000,1125.8100
2010-08-04,2825.0800,25.4719,16.9000,22.2100,16.9000,1127.2400
2010-08-03,2818.9700,26.1666,17.1200,22.6300,17.1200,1120.4600
2010-08-02,2822.1700,26.3127,16.6900,22.0100,16.6900,1125.8600
2010-07-30,2742.1400,27.1611,18.0400,23.5000,18.0400,1101.6000
2010-07-29,2752.9300,27.1207,18.4400,24.1300,18.4400,1101.5300
2010-07-28,2766.1100,26.6136,18.6300,24.2500,18.6300,1106.1300
2010-07-27,2769.3100,26.4061,17.8600,23.1900,17.8600,1113.8400
2010-07-26,2743.1200,26.7958,17.5700,22.7300,17.5700,1115.0100
2010-07-23,2719.1300,28.0725,18.3100,23.4700,18.3100,1102.6600
2010-07-22,2714.2100,27.2761,19.0800,24.6300,19.0800,1093.6700
2010-07-21,2639.5200,28.4295,20.0000,25.6400,20.0000,1069.5900
2010-07-20,2627.2800,28.2169,18.5700,23.9300,18.5700,1083.4800
2010-07-19,2634.6000,28.5292,20.0300,25.9700,20.0300,1071.2500
2010-07-16,2645.6100,27.0579,20.2700,26.2500,20.2700,1064.8800
2010-07-15,2702.8100,27.2994,19.5000,25.1400,19.5000,1096.4800
2010-07-14,2738.9600,27.7218,19.5500,24.8900,19.5500,1095.1700
2010-07-13,2737.5900,26.8765,19.3900,24.5600,19.3900,1095.3400
2010-07-12,2686.0900,28.2624,19.4100,24.4300,19.4100,1078.7400
2010-07-09,2681.2000,27.9513,19.7700,24.9800,19.7700,1077.9600
2010-07-08,2666.4200,29.0105,20.2800,25.7100,20.2800,1070.2500
2010-07-07,2634.3900,30.2616,21.2500,26.8400,21.2500,1060.2700
2010-07-06,2578.6900,31.0215,23.4400,29.6500,23.4400,1028.0600
2010-07-05,2507.8300,32.5953,24.0400,,24.0400,
2010-07-02,2522.3600,33.5925,23.9000,30.1200,23.9000,1022.5800
2010-07-01,2518.6500,36.2527,26.3800,32.8600,26.3800,1027.3700
2010-06-30,2573.3200,34.3161,28.2000,34.5400,28.2000,1030.7100
2010-06-29,2556.3400,35.0433,28.0300,34.1300,28.0300,1041.2400
2010-06-28,2668.6700,30.0970,23.5100,29.0000,23.5100,1074.5700
2010-06-25,2629.2500,32.1028,23.2100,28.5300,23.2100,1076.7600
2010-06-24,2645.3200,31.3907,24.1500,29.7400,24.1500,1073.6900
2010-06-23,2704.8000,28.6733,21.9900,26.9100,21.9900,1092.0400
2010-06-22,2745.9700,26.4190,22.0200,27.0500,22.0200,1095.3100
2010-06-21,2768.2700,26.6207,20.1000,24.8800,20.1000,1113.2000
2010-06-18,2737.0200,26.9603,19.3400,23.9500,19.3400,1117.5100
2010-06-17,2728.1200,29.1763,20.2700,25.0500,20.2700,1116.0400
2010-06-16,2718.7300,28.9965,21.0500,25.9200,21.0500,1114.6100
2010-06-15,2716.3000,28.2771,21.0200,25.8700,21.0200,1115.2300
2010-06-14,2683.4600,29.6380,23.2800,28.5800,23.2800,1089.6300
2010-06-11,2638.3100,31.3614,23.8100,28.7900,23.8100,1091.6000
2010-06-10,2608.7400,33.0699,25.2500,30.5700,25.2500,1086.8400
2010-06-09,2556.6800,36.3198,27.9800,33.7300,27.9800,1055.6900
2010-06-08,2510.8400,41.6163,28.2000,33.7000,28.2000,1062.0000
2010-06-07,2529.9700,40.8221,30.6500,36.5700,30.6500,1050.4700
2010-06-04,2553.5900,37.6914,29.4800,35.4800,29.4800,1064.8800
2010-06-03,2634.1600,33.3359,24.1400,29.4600,24.1400,1102.8300
2010-06-02,2601.9800,35.4258,24.7300,30.1700,24.7300,1098.3800
2010-06-01,2606.5800,35.2700,28.9200,35.5400,28.9200,1070.7100
2010-05-31,2610.2600,34.3976,26.1400,,26.1300,
2010-05-28,2614.0600,33.8757,26.0100,32.0700,26.0100,1089.4000
2010-05-27,2619.3600,34.9147,24.2000,29.6800,24.2000,1103.0600
2010-05-26,2530.3400,40.0068,28.6600,35.0200,28.6600,1067.9500
2010-05-25,2488.5000,45.1801,28.2700,34.6100,28.2700,1074.0300
2010-05-24,2558.2700,42.6168,30.9600,38.3200,30.9600,1073.6500
2010-05-21,2574.1800,46.1742,31.9300,40.1000,31.9300,1087.6900
2010-05-20,2569.5800,49.8735,37.1200,45.7900,37.1200,1071.5900
2010-05-19,2619.4800,44.7352,28.6300,35.3200,28.6300,1115.0500
2010-05-18,2698.2100,37.2068,27.1100,33.5500,27.1100,1120.8000
2010-05-17,2635.3400,41.8704,25.0000,30.8400,25.0000,1136.9400
2010-05-14,2633.9200,42.5944,25.1400,31.2400,25.1400,1135.6800
2010-05-13,2764.0500,31.6534,21.2300,26.6800,21.2300,1157.4400
2010-05-12,2764.3100,34.2833,20.1200,25.5200,20.1200,1171.6700
2010-05-11,2730.4800,39.1530,22.3200,28.3200,22.3200,1155.7900
2010-05-10,2758.8900,38.6586,22.4600,28.8400,22.4600,1159.7300
2010-05-07,2500.1800,49.5956,32.3700,40.9500,32.3700,1110.8800
2010-05-06,2611.4100,36.8128,25.8100,32.8000,25.8100,1128.1500
2010-05-05,2679.3000,33.2533,19.3600,24.9100,19.3600,1165.9000
2010-05-04,2708.1200,33.1460,18.2900,23.8400,18.2900,1173.6000
2010-05-03,2816.5000,28.7236,15.3200,20.1900,15.3200,1202.2600
2010-04-30,2816.8600,28.8900,16.5800,22.0500,16.5800,1186.6900
2010-04-29,2828.1200,29.5246,13.9200,18.4400,13.9200,1206.7800
2010-04-28,2788.5400,31.4532,15.9600,21.0800,15.9600,1191.3600
2010-04-27,2838.7800,28.5560,17.1300,22.8100,17.1300,1183.7100
2010-04-26,2947.0400,24.3701,13.1100,17.4700,13.1100,1212.0500
2010-04-23,2918.1100,24.0040,12.4400,16.6200,12.4400,1217.2800
2010-04-22,2897.5900,24.7953,12.3800,16.4700,12.3800,1208.6700
2010-04-21,2947.6400,22.4995,12.1900,16.3200,12.1900,1205.9400
2010-04-20,2983.9100,21.0511,11.6900,15.7300,11.6900,1207.1700
2010-04-19,2940.1900,23.2228,12.8800,17.3400,12.8800,1197.5200
2010-04-16,2949.6500,22.4362,13.5900,18.3600,13.5900,1192.1300
2010-04-15,3012.6500,20.2712,11.7100,15.8900,11.7100,1211.6700
2010-04-14,3008.0300,20.7926,11.4400,15.5900,11.4400,1210.6500
2010-04-13,2988.2400,21.0781,11.9500,16.2000,11.9500,1197.3000
2010-04-12,3002.2300,20.7268,11.4500,15.5800,11.4500,1196.4800
2010-04-09,2993.5400,20.5366,12.0000,16.1400,12.0000,1194.3700
2010-04-08,2942.3100,22.4955,12.3400,16.4800,12.3400,1186.4400
2010-04-07,2974.6200,21.1510,12.4500,16.6200,12.4500,1182.4500
2010-04-06,2989.4900,20.6297,12.1300,16.2300,12.1300,1189.4400
2010-04-05,,,12.6000,17.0200,12.6000,1187.4400
2010-04-02,,,12.9000,,,
2010-04-01,2978.5000,19.9987,12.9000,17.4700,12.9000,1178.1000
2010-03-31,2931.1600,20.5988,13.0000,17.5900,13.0000,1169.4300
2010-03-30,2939.6800,20.4679,12.7600,17.1300,12.7600,1173.2700
2010-03-29,2947.4900,20.3509,13.0600,17.5900,13.0600,1173.2200
2010-03-26,2940.9400,19.7951,13.2600,17.7700,13.2600,1166.5800
2010-03-25,2948.0900,19.8877,13.7900,18.4000,13.7900,1165.7300
2010-03-24,2903.9400,20.6059,13.1500,17.5500,13.1500,1167.7200
2010-03-23,2910.5200,19.9350,12.0800,16.3500,12.0800,1174.1700
2010-03-22,2890.7500,21.0976,12.4700,16.8700,12.4700,1165.8100
2010-03-19,2897.9500,20.4963,12.5400,16.9700,12.5400,1159.9000
2010-03-18,2913.7400,20.7944,12.2200,16.6200,12.2200,1165.8300
2010-03-17,2931.3100,20.4596,12.3100,16.9100,12.3100,1166.2100
2010-03-16,2905.9300,21.5082,12.8600,17.6900,12.8600,1159.4600
2010-03-15,2870.5500,22.5512,13.1900,18.0000,13.1900,1150.5100
2010-03-12,2898.3600,21.9337,12.7800,17.5800,12.7800,1149.9900
2010-03-11,2895.7400,21.6064,13.2100,18.0600,13.2100,1150.2400
2010-03-10,2909.4000,21.8234,13.5900,18.5700,13.5900,1145.6100
2010-03-09,2880.7100,21.9089,13.1900,17.9200,13.1900,1140.4500
2010-03-08,2879.2900,22.1037,13.0300,17.7900,13.0300,1138.5000
2010-03-05,2877.4400,20.8733,12.8000,17.4200,12.8000,1138.6900
2010-03-04,2816.1000,22.5090,13.7600,18.7200,13.7600,1122.9700
2010-03-03,2822.5900,22.5647,13.7500,18.8300,13.7500,1118.7900
2010-03-02,2796.3300,23.0869,14.0600,19.0600,14.0600,1118.3100
2010-03-01,2772.7000,24.2057,14.2900,19.2600,14.2900,1115.7100
2010-02-26,2728.4700,24.3654,14.2900,19.5000,14.2900,1104.4900
2010-02-25,2684.4200,25.7752,14.8600,20.1000,14.8600,1102.9400
2010-02-24,2734.9500,25.0557,14.9000,20.2700,14.9000,1105.2400
2010-02-23,2730.5700,25.2581,15.7500,21.3700,15.7500,1094.6000
2010-02-22,2778.1200,23.8859,14.6700,19.9400,14.6700,1108.0100
2010-02-19,2793.3700,23.8134,14.8200,20.0200,14.8200,1109.1700
2010-02-18,2778.3000,24.5976,15.1400,20.6300,15.1400,1106.7500
2010-02-17,2762.2500,25.6233,15.9100,21.7200,15.9100,1099.5100
2010-02-16,2720.7700,26.7825,16.2400,22.2500,16.2400,1094.8700
2010-02-15,2683.8300,28.3269,16.7200,,,
2010-02-12,2674.4600,28.4507,16.7000,22.7300,16.7000,1075.5100
2010-02-11,2680.2500,29.1073,17.6100,23.9600,17.6100,1078.4700
2010-02-10,2700.1700,29.2527,18.5400,25.4000,18.5400,1068.1300
2010-02-09,2668.4300,29.5998,18.9300,26.0000,18.9300,1070.5200
2010-02-08,2664.2900,29.9954,19.3500,26.5100,19.3500,1056.7400
2010-02-05,2631.6400,30.5511,19.1000,26.1100,19.1000,1066.1900
2010-02-04,2707.4500,29.2653,18.9300,26.0800,18.9300,1063.1100
2010-02-03,2804.6100,25.4074,15.5200,21.6000,15.5200,1097.2800
2010-02-02,2830.0100,24.8710,15.4000,21.4800,15.4000,1103.3200
2010-02-01,2793.2900,26.3665,16.2600,22.5900,16.2600,1089.1900
2010-01-29,2776.8300,26.7238,17.7100,24.6200,17.7100,1073.8700
2010-01-28,2737.3300,28.1495,17.0000,23.7300,17.0000,1084.5300
2010-01-27,2787.4000,27.4525,16.4800,23.1400,16.4800,1097.5000
2010-01-26,2827.7400,25.6800,17.4600,24.5500,17.4600,1092.1700
2010-01-25,2807.3000,27.0738,17.9500,25.4100,17.9500,1096.7800
2010-01-22,2836.8000,27.0923,19.3300,27.3100,19.3300,1091.7600
2010-01-21,2863.2500,26.4150,15.8400,22.2700,15.8400,1116.4800
2010-01-20,2914.6000,23.4058,13.2300,18.6800,13.2300,1138.0400
2010-01-19,2984.8200,20.3124,12.3100,17.5800,12.3100,1150.2300
2010-01-18,2957.8700,20.9832,12.4500,,,
2010-01-15,2940.2500,22.2754,12.4600,17.9100,12.4600,1136.0300
2010-01-14,2989.7100,20.5491,12.1800,17.6300,12.1800,1148.4600
2010-01-13,2978.4100,22.6070,12.3000,17.8500,12.3000,1145.6800
2010-01-12,2976.8900,22.9229,12.5500,18.2500,12.5500,1136.2200
2010-01-11,3010.2400,22.7292,12.0600,17.5500,12.0600,1146.9800
2010-01-08,3017.8500,21.9757,12.6600,18.1300,12.6600,1144.9800
2010-01-07,3007.3400,22.6947,13.3000,19.0600,13.3000,1141.6900
2010-01-06,3009.6600,22.9753,13.3200,19.1600,13.3200,1137.1400
2010-01-05,3012.3600,23.1342,13.4200,19.3500,13.4200,1136.5200
2010-01-04,3017.8000,23.5136,13.8800,20.0400,13.8800,1132.9900
2010-01-01,,,15.1100,,,
2009-12-31,2964.9600,,15.1100,21.6800,15.1100,1115.1000
2009-12-30,2966.2400,24.0577,13.9600,19.9600,13.9600,1126.4200
2009-12-29,2992.0800,23.3564,13.8900,20.0100,13.8900,1126.2000
2009-12-28,2982.4200,23.5164,13.8500,19.9300,13.8500,1127.7800
2009-12-25,,,13.5600,,,
2009-12-24,2957.0300,,13.5600,19.4700,13.5600,1126.4800
2009-12-23,2957.4800,22.8498,13.7500,19.7100,13.7500,1120.5900
2009-12-22,2945.7100,23.2634,13.7300,19.5400,13.7300,1118.0200
2009-12-21,2926.0500,23.3807,14.3100,20.4900,14.3100,1114.0500
2009-12-18,2871.2200,25.1044,15.1900,21.6800,15.1900,1102.4700
2009-12-17,2891.6600,24.1010,15.6900,22.5100,15.6900,1096.0800
2009-12-16,2926.5200,23.2551,14.0900,20.5400,14.0900,1109.1800
2009-12-15,2888.5800,23.9015,14.7600,21.4900,14.7600,1107.9300
