Data Source in SDW: http://sdw/browse.do?node=BASKET109379
,FM.B.U2.EUR.BL.EI.SX5E.HST,FM.B.U2.EUR.BL.VL.V2X.HST,FM.B.US.EUR.DS.EI.CBOEVIX_E0.HST,FM.B.US.USD.BL.VL.VIX.HST,FM.B.US.USD.DS.EI.CBOEVIX.HST,FM.B.US.USD.DS.EI.S_PCOMP.HST
,"Euro area (changing composition), Euro, Bloomberg, Equity/index, Dow Jones Euro Stoxx 50 EUR Price Index","Euro area (changing composition), Euro, Bloomberg, Volatility, Dow Jones EURO STOXX 50 Volatility Index VSTOXX","United States, Euro, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, Bloomberg, Volatility, Chicago Board Options Exchange (CBOE) SPX Volatility Index","United States, US dollar, DataStream, Equity/index, Chicago Board Of Exchange (CBOE) SPX Volatility VIX (new)","United States, US dollar, DataStream, Equity/index, Standard and Poors 500 Composite Index"
Collection:,End of period (E),End of period (E),End of period (E),End of period (E),End of period (E),End of period (E)
Period\Unit:,[Points ],[Percent per annum ],[Points ],[Percent per annum ],[Points ],[Points ]
1976-12-01,,,,,,102.4900
1976-11-30,,,,,,102.1000
1976-11-29,,,,,,102.4400
1976-11-26,,,,,,103.1500
1976-11-25,,,,,,102.4100
1976-11-24,,,,,,102.4100
1976-11-23,,,,,,101.9600
1976-11-22,,,,,,102.5900
1976-11-19,,,,,,101.9200
1976-11-18,,,,,,101.8900
1976-11-17,,,,,,100.6100
1976-11-16,,,,,,100.0400
1976-11-15,,,,,,99.9000
1976-11-12,,,,,,99.2400
1976-11-11,,,,,,99.6400
1976-11-10,,,,,,98.8100
1976-11-09,,,,,,99.3200
1976-11-08,,,,,,99.6000
1976-11-05,,,,,,100.8200
1976-11-04,,,,,,102.4100
1976-11-03,,,,,,101.9200
1976-11-02,,,,,,103.1000
1976-11-01,,,,,,103.1000
1976-10-29,,,,,,102.9000
1976-10-28,,,,,,101.6100
1976-10-27,,,,,,101.7600
1976-10-26,,,,,,101.0600
1976-10-25,,,,,,100.0700
1976-10-22,,,,,,99.9600
1976-10-21,,,,,,100.7700
1976-10-20,,,,,,101.7400
1976-10-19,,,,,,101.4500
1976-10-18,,,,,,101.4700
1976-10-15,,,,,,100.8800
1976-10-14,,,,,,100.8500
1976-10-13,,,,,,102.1200
1976-10-12,,,,,,100.8100
1976-10-11,,,,,,101.6400
1976-10-08,,,,,,102.5600
1976-10-07,,,,,,103.5400
1976-10-06,,,,,,102.9700
1976-10-05,,,,,,103.2300
1976-10-04,,,,,,104.6200
1976-10-01,,,,,,104.1700
1976-09-30,,,,,,105.2400
1976-09-29,,,,,,105.3700
1976-09-28,,,,,,105.9200
1976-09-27,,,,,,107.2600
1976-09-24,,,,,,106.8000
1976-09-23,,,,,,106.9200
1976-09-22,,,,,,107.4600
1976-09-21,,,,,,107.8300
1976-09-20,,,,,,106.3200
1976-09-17,,,,,,106.8100
1976-09-16,,,,,,105.5900
1976-09-15,,,,,,104.2100
1976-09-14,,,,,,103.9400
1976-09-13,,,,,,104.2900
1976-09-10,,,,,,104.6500
1976-09-09,,,,,,104.4000
1976-09-08,,,,,,104.9400
1976-09-07,,,,,,105.0300
1976-09-06,,,,,,104.3000
1976-09-03,,,,,,104.3000
1976-09-02,,,,,,103.9200
1976-09-01,,,,,,104.0600
1976-08-31,,,,,,102.9100
1976-08-30,,,,,,102.0700
1976-08-27,,,,,,101.4800
1976-08-26,,,,,,101.3200
1976-08-25,,,,,,102.0300
1976-08-24,,,,,,101.2700
1976-08-23,,,,,,101.9600
1976-08-20,,,,,,102.3700
1976-08-19,,,,,,103.3900
1976-08-18,,,,,,104.5600
1976-08-17,,,,,,104.8000
1976-08-16,,,,,,104.4300
1976-08-13,,,,,,104.2500
1976-08-12,,,,,,104.2200
1976-08-11,,,,,,104.0600
1976-08-10,,,,,,104.4100
1976-08-09,,,,,,103.4900
1976-08-06,,,,,,103.7900
1976-08-05,,,,,,103.8500
1976-08-04,,,,,,104.4300
1976-08-03,,,,,,104.1400
1976-08-02,,,,,,103.1900
1976-07-30,,,,,,103.4400
1976-07-29,,,,,,102.9300
1976-07-28,,,,,,103.0500
1976-07-27,,,,,,103.4800
1976-07-26,,,,,,104.0700
1976-07-23,,,,,,104.0600
1976-07-22,,,,,,103.9300
1976-07-21,,,,,,103.8200
1976-07-20,,,,,,103.7200
1976-07-19,,,,,,104.2900
1976-07-16,,,,,,104.6800
1976-07-15,,,,,,105.2000
1976-07-14,,,,,,105.9500
1976-07-13,,,,,,105.6700
1976-07-12,,,,,,105.9000
1976-07-09,,,,,,104.9600
1976-07-08,,,,,,103.9800
1976-07-07,,,,,,104.2300
1976-07-06,,,,,,104.6700
1976-07-05,,,,,,104.5300
1976-07-02,,,,,,104.5300
1976-07-01,,,,,,104.9800
1976-06-30,,,,,,104.2800
1976-06-29,,,,,,103.8600
1976-06-28,,,,,,104.3500
1976-06-25,,,,,,103.7200
1976-06-24,,,,,,103.7900
1976-06-23,,,,,,103.2500
1976-06-22,,,,,,103.4700
1976-06-21,,,,,,104.2800
1976-06-18,,,,,,103.7600
1976-06-17,,,,,,103.6100
1976-06-16,,,,,,102.0100
1976-06-15,,,,,,101.4600
1976-06-14,,,,,,101.9500
1976-06-11,,,,,,100.9200
1976-06-10,,,,,,99.5600
1976-06-09,,,,,,98.7400
1976-06-08,,,,,,98.8000
1976-06-07,,,,,,98.6300
1976-06-04,,,,,,99.1500
1976-06-03,,,,,,100.1300
1976-06-02,,,,,,100.2200
1976-06-01,,,,,,99.8500
1976-05-31,,,,,,100.1800
1976-05-28,,,,,,100.1800
1976-05-27,,,,,,99.3800
1976-05-26,,,,,,99.3400
1976-05-25,,,,,,99.4900
1976-05-24,,,,,,99.4400
1976-05-21,,,,,,101.2600
1976-05-20,,,,,,101.2000
1976-05-19,,,,,,101.1800
1976-05-18,,,,,,101.2600
1976-05-17,,,,,,101.0900
1976-05-14,,,,,,101.3400
1976-05-13,,,,,,102.1600
1976-05-12,,,,,,102.7700
1976-05-11,,,,,,102.9500
1976-05-10,,,,,,103.1000
1976-05-07,,,,,,101.8800
1976-05-06,,,,,,101.1600
1976-05-05,,,,,,100.8800
1976-05-04,,,,,,101.4600
1976-05-03,,,,,,100.9200
1976-04-30,,,,,,101.6400
1976-04-29,,,,,,102.1300
1976-04-28,,,,,,102.1000
1976-04-27,,,,,,101.8600
1976-04-26,,,,,,102.4300
1976-04-23,,,,,,102.2900
1976-04-22,,,,,,102.9800
1976-04-21,,,,,,103.3200
1976-04-20,,,,,,102.8700
1976-04-19,,,,,,101.4400
1976-04-16,,,,,,100.6700
1976-04-15,,,,,,100.6700
1976-04-14,,,,,,100.3100
1976-04-13,,,,,,101.0500
1976-04-12,,,,,,100.2000
1976-04-09,,,,,,100.3500
1976-04-08,,,,,,101.2800
1976-04-07,,,,,,102.2100
1976-04-06,,,,,,103.3600
1976-04-05,,,,,,103.5100
1976-04-02,,,,,,102.2500
1976-04-01,,,,,,102.2400
1976-03-31,,,,,,102.7700
1976-03-30,,,,,,102.0100
1976-03-29,,,,,,102.4100
1976-03-26,,,,,,102.8500
1976-03-25,,,,,,102.8500
1976-03-24,,,,,,103.4200
1976-03-23,,,,,,102.2400
1976-03-22,,,,,,100.7100
1976-03-19,,,,,,100.5800
1976-03-18,,,,,,100.4500
1976-03-17,,,,,,100.8600
1976-03-16,,,,,,100.9200
1976-03-15,,,,,,99.8000
1976-03-12,,,,,,100.8600
1976-03-11,,,,,,101.8900
1976-03-10,,,,,,100.9400
1976-03-09,,,,,,100.5800
1976-03-08,,,,,,100.1900
1976-03-05,,,,,,99.1100
1976-03-04,,,,,,98.9200
1976-03-03,,,,,,99.9800
1976-03-02,,,,,,100.5600
1976-03-01,,,,,,100.0200
1976-02-27,,,,,,99.7100
1976-02-26,,,,,,100.1100
1976-02-25,,,,,,101.6900
1976-02-24,,,,,,102.4300
1976-02-23,,,,,,101.6100
1976-02-20,,,,,,102.1000
1976-02-19,,,,,,101.4100
1976-02-18,,,,,,99.8500
1976-02-17,,,,,,99.0500
1976-02-16,,,,,,99.6700
1976-02-13,,,,,,99.6700
1976-02-12,,,,,,100.2500
1976-02-11,,,,,,100.7700
1976-02-10,,,,,,100.4700
1976-02-09,,,,,,99.6200
1976-02-06,,,,,,99.4600
1976-02-05,,,,,,100.3900
1976-02-04,,,,,,101.9100
1976-02-03,,,,,,101.1800
1976-02-02,,,,,,100.8700
1976-01-30,,,,,,100.8600
1976-01-29,,,,,,100.1100
1976-01-28,,,,,,98.5300
1976-01-27,,,,,,99.0700
1976-01-26,,,,,,99.6800
1976-01-23,,,,,,99.2100
1976-01-22,,,,,,98.0400
1976-01-21,,,,,,98.2400
1976-01-20,,,,,,98.8600
1976-01-19,,,,,,98.3200
1976-01-16,,,,,,97.0000
1976-01-15,,,,,,96.6100
1976-01-14,,,,,,97.1300
1976-01-13,,,,,,95.5700
1976-01-12,,,,,,96.3300
1976-01-09,,,,,,94.9500
1976-01-08,,,,,,94.5800
1976-01-07,,,,,,93.9500
1976-01-06,,,,,,93.5300
1976-01-05,,,,,,92.5800
1976-01-02,,,,,,90.9000
1976-01-01,,,,,,90.1900
1975-12-31,,,,,,90.1900
1975-12-30,,,,,,89.7700
1975-12-29,,,,,,90.1300
1975-12-26,,,,,,90.2500
1975-12-25,,,,,,89.4600
1975-12-24,,,,,,89.4600
1975-12-23,,,,,,88.7300
1975-12-22,,,,,,88.1400
1975-12-19,,,,,,88.8000
1975-12-18,,,,,,89.4300
1975-12-17,,,,,,89.1500
1975-12-16,,,,,,88.9300
1975-12-15,,,,,,88.0900
1975-12-12,,,,,,87.8300
1975-12-11,,,,,,87.8000
1975-12-10,,,,,,88.0800
1975-12-09,,,,,,87.3000
1975-12-08,,,,,,87.0700
1975-12-05,,,,,,86.8200
1975-12-04,,,,,,87.8400
1975-12-03,,,,,,87.6000
1975-12-02,,,,,,89.3300
1975-12-01,,,,,,90.6700
1975-11-28,,,,,,91.2400
1975-11-27,,,,,,90.9400
1975-11-26,,,,,,90.9400
1975-11-25,,,,,,90.7100
1975-11-24,,,,,,89.7000
1975-11-21,,,,,,89.5300
1975-11-20,,,,,,89.6400
1975-11-19,,,,,,89.9800
1975-11-18,,,,,,91.0000
1975-11-17,,,,,,91.4600
1975-11-14,,,,,,90.9700
1975-11-13,,,,,,91.0400
1975-11-12,,,,,,91.1900
1975-11-11,,,,,,89.8700
1975-11-10,,,,,,89.3400
1975-11-07,,,,,,89.3300
1975-11-06,,,,,,89.5500
1975-11-05,,,,,,89.1500
1975-11-04,,,,,,88.5100
1975-11-03,,,,,,88.0900
1975-10-31,,,,,,89.0400
1975-10-30,,,,,,89.3100
1975-10-29,,,,,,89.3900
1975-10-28,,,,,,90.5100
1975-10-27,,,,,,89.7300
1975-10-24,,,,,,89.8300
1975-10-23,,,,,,91.2400
1975-10-22,,,,,,90.7100
1975-10-21,,,,,,90.5600
1975-10-20,,,,,,89.8200
1975-10-17,,,,,,88.8600
1975-10-16,,,,,,89.3600
1975-10-15,,,,,,89.3300
1975-10-14,,,,,,89.2800
1975-10-13,,,,,,89.4600
1975-10-10,,,,,,88.2100
1975-10-09,,,,,,88.3700
1975-10-08,,,,,,87.9400
1975-10-07,,,,,,86.7700
1975-10-06,,,,,,86.8800
1975-10-03,,,,,,85.9500
1975-10-02,,,,,,83.8200
1975-10-01,,,,,,82.9300
1975-09-30,,,,,,83.8700
1975-09-29,,,,,,85.0300
1975-09-26,,,,,,86.1900
1975-09-25,,,,,,85.6400
1975-09-24,,,,,,85.7400
1975-09-23,,,,,,84.9400
1975-09-22,,,,,,85.0700
1975-09-19,,,,,,85.8800
1975-09-18,,,,,,84.0600
1975-09-17,,,,,,82.3700
1975-09-16,,,,,,82.0900
1975-09-15,,,,,,82.8800
1975-09-12,,,,,,83.3500
1975-09-11,,,,,,83.4500
1975-09-10,,,,,,84.5900
1975-09-09,,,,,,84.6000
1975-09-08,,,,,,85.8900
1975-09-05,,,,,,85.6200
1975-09-04,,,,,,86.2000
1975-09-03,,,,,,86.0300
1975-09-02,,,,,,85.4800
1975-09-01,,,,,,86.8800
1975-08-29,,,,,,86.8800
1975-08-28,,,,,,86.4000
1975-08-27,,,,,,84.4300
1975-08-26,,,,,,83.9600
1975-08-25,,,,,,85.0600
1975-08-22,,,,,,84.2800
1975-08-21,,,,,,83.0700
1975-08-20,,,,,,83.2200
1975-08-19,,,,,,84.9500
1975-08-18,,,,,,86.2000
1975-08-15,,,,,,86.3600
1975-08-14,,,,,,85.6000
1975-08-13,,,,,,85.9700
1975-08-12,,,,,,87.1200
1975-08-11,,,,,,86.5500
1975-08-08,,,,,,86.0200
1975-08-07,,,,,,86.3000
1975-08-06,,,,,,86.2500
1975-08-05,,,,,,86.2300
1975-08-04,,,,,,87.1500
1975-08-01,,,,,,87.9900
1975-07-31,,,,,,88.7500
1975-07-30,,,,,,88.8300
1975-07-29,,,,,,88.1900
1975-07-28,,,,,,88.6900
1975-07-25,,,,,,89.2900
1975-07-24,,,,,,90.0700
1975-07-23,,,,,,90.1800
1975-07-22,,,,,,91.4500
1975-07-21,,,,,,92.4400
1975-07-18,,,,,,93.2000
1975-07-17,,,,,,93.6300
1975-07-16,,,,,,94.6100
1975-07-15,,,,,,95.6100
1975-07-14,,,,,,95.1900
1975-07-11,,,,,,94.6600
1975-07-10,,,,,,94.8100
1975-07-09,,,,,,94.8000
1975-07-08,,,,,,93.3900
1975-07-07,,,,,,93.5400
1975-07-04,,,,,,94.3600
1975-07-03,,,,,,94.3600
1975-07-02,,,,,,94.1800
1975-07-01,,,,,,94.8500
1975-06-30,,,,,,95.1900
1975-06-27,,,,,,94.8100
1975-06-26,,,,,,94.8100
1975-06-25,,,,,,94.6200
1975-06-24,,,,,,94.1900
1975-06-23,,,,,,93.6200
1975-06-20,,,,,,92.6100
1975-06-19,,,,,,92.0100
1975-06-18,,,,,,90.3900
1975-06-17,,,,,,90.5800
1975-06-16,,,,,,91.4600
1975-06-13,,,,,,90.5200
1975-06-12,,,,,,90.0800
1975-06-11,,,,,,90.5500
1975-06-10,,,,,,90.4400
1975-06-09,,,,,,91.2100
1975-06-06,,,,,,92.4800
1975-06-05,,,,,,92.6900
1975-06-04,,,,,,92.6000
1975-06-03,,,,,,92.8900
1975-06-02,,,,,,92.5800
1975-05-30,,,,,,91.1500
1975-05-29,,,,,,89.6800
1975-05-28,,,,,,89.7100
1975-05-27,,,,,,90.3400
1975-05-26,,,,,,90.5800
1975-05-23,,,,,,90.5800
1975-05-22,,,,,,89.3900
1975-05-21,,,,,,89.0600
1975-05-20,,,,,,90.0700
1975-05-19,,,,,,90.5300
1975-05-16,,,,,,90.4300
1975-05-15,,,,,,91.4100
1975-05-14,,,,,,92.2700
1975-05-13,,,,,,91.5800
1975-05-12,,,,,,90.6100
1975-05-09,,,,,,90.5300
1975-05-08,,,,,,89.5600
1975-05-07,,,,,,89.0800
1975-05-06,,,,,,88.6400
1975-05-05,,,,,,90.0800
1975-05-02,,,,,,89.2200
1975-05-01,,,,,,88.1000
1975-04-30,,,,,,87.3000
1975-04-29,,,,,,85.6400
1975-04-28,,,,,,86.2300
1975-04-25,,,,,,86.6200
1975-04-24,,,,,,86.0400
1975-04-23,,,,,,86.1200
1975-04-22,,,,,,87.0900
1975-04-21,,,,,,87.2300
1975-04-18,,,,,,86.3000
1975-04-17,,,,,,87.2500
1975-04-16,,,,,,86.6000
