year,month,day,pc1eon1_me_njt,stoxx50_me_njt,MP_pm,CBI_pm,MP_median,CBI_median,MP_q25,CBI_q25,MP_q75,CBI_q75,MP_q10,CBI_q10,MP_q90,CBI_q90
1999,6,17,0.001715,-0.29562765,0.001715,0,0.0097932,-0.0080782,0.00721177,-0.00549677,0.00827493,-0.00655993,0.0041204,-0.0024054,0.00561131,-0.00389631
1999,7,1,0.00133347,-0.0209059,0.00133347,0,0.00129864,3.483e-05,0.00150935,-0.00017588,0.00079801,0.00053546,0.00144897,-0.0001155,0.00045142,0.00088205
1999,7,15,0.03051143,0.60566966,0,0.03051143,-0.00305138,0.03356281,0.01327584,0.01723559,-0.0109793,0.04149073,0.02405065,0.00646078,-0.00996352,0.04047495
1999,7,29,-0.00929159,-0.07222824,-0,-0.00929159,-0.00246261,-0.00682898,-0.00624365,-0.00304794,0.00031678,-0.00960837,-0.00826647,-0.00102512,0.00093354,-0.01022513
1999,8,26,-0.0013876,-0.23559841,-0,-0.0013876,0.00642745,-0.00781505,0.00347662,-0.00486422,0.00611104,-0.00749864,0.00065344,-0.00204104,0.00434782,-0.00573542
1999,9,9,-0.02273234,0.31773564,-0.02273234,-0,-0.02097011,-0.00176223,-0.02497253,0.00224019,-0.01256141,-0.01017093,-0.02437664,0.0016443,-0.00697192,-0.01576042
1999,9,23,-0.0226712,0.25163068,-0.0226712,-0,-0.01894144,-0.00372976,-0.02362566,0.00095446,-0.01076766,-0.01190354,-0.02376311,0.00109191,-0.00573171,-0.01693949
1999,10,7,-0.10463442,-0.27028868,-0,-0.10463442,-0.04414741,-0.06048701,-0.08096204,-0.02367238,-0.01108108,-0.09355334,-0.09765116,-0.00698326,0.00034632,-0.10498074
1999,10,21,-0.06292091,-0.3238946,-0,-0.06292091,-0.02167035,-0.04125056,-0.04552116,-0.01739975,-0.00231125,-0.06060966,-0.05736652,-0.00555439,0.00322885,-0.06614976
1999,11,4,0.05220523,0.52962313,0,0.05220523,0.01009412,0.04211111,0.03265214,0.01955309,-0.0051192,0.05732443,0.04540585,0.00679938,-0.00756273,0.05976796
1999,11,18,0.0029032,0.03788944,0,0.0029032,0.00030635,0.00259685,0.00165037,0.00125283,-0.00051224,0.00341544,0.00245423,0.00044897,-0.0005785,0.0034817
1999,12,2,0,0.14101385,0,0,-0.00426231,0.00426231,-0.00276558,0.00276558,-0.00380349,0.00380349,-0.00118422,0.00118422,-0.00263974,0.00263974
1999,12,15,-0.00026669,0.1020749,-0.00026669,-0,-0.00321868,0.00295199,-0.00222177,0.00195508,-0.00280004,0.00253335,-0.00111189,0.0008452,-0.00192282,0.00165613
2000,1,5,-0.01341911,-0.56623338,-0,-0.01341911,0.01040553,-0.02382464,4.202e-05,-0.01346113,0.01291663,-0.02633574,-0.00805946,-0.00535965,0.00999523,-0.02341434
2000,1,20,0.00153376,0.02069859,0,0.00153376,0.00014124,0.00139252,0.00085852,0.00067524,-0.000289,0.00182276,0.00129085,0.00024291,-0.00031838,0.00185214
2000,2,3,0.02468115,1.51135467,0,0.02468115,-0.03334194,0.05802309,-0.00929318,0.03397433,-0.03643155,0.0611127,0.01087715,0.013804,-0.0271803,0.05186145
2000,2,17,0,0.13312427,0,0,-0.00402384,0.00402384,-0.00261085,0.00261085,-0.00359069,0.00359069,-0.00111796,0.00111796,-0.00249205,0.00249205
2000,3,2,-0.03563098,0.38174972,-0.03563098,-0,-0.02935433,-0.00627665,-0.03686191,0.00123093,-0.01655274,-0.01907824,-0.03723183,0.00160085,-0.00875129,-0.02687969
2000,3,16,-0.04077599,0.03225443,-0.04077599,-0,-0.02136292,-0.01941307,-0.03424922,-0.00652677,-0.00802933,-0.03274666,-0.03921005,-0.00156594,-0.0024406,-0.03833539
2000,3,30,-0.00496377,0.35371374,-0.00496377,-0,-0.01317331,0.00820954,-0.01102932,0.00606555,-0.01041207,0.0054483,-0.00771062,0.00274685,-0.00684501,0.00188124
2000,4,13,-0.00288628,-0.61200045,-0,-0.00288628,0.01705531,-0.01994159,0.00962312,-0.0125094,0.01600041,-0.01888669,0.00238325,-0.00526953,0.01132645,-0.01421273
2000,4,27,0.01133399,0.00095167,0,0.01133399,0.00563823,0.00569576,0.00932533,0.00200866,0.00196432,0.00936967,0.01081544,0.00051855,0.00049274,0.01084125
2000,5,11,0.01634047,1.8289513,0,0.01634047,-0.04711202,0.06345249,-0.02239817,0.03873864,-0.04646235,0.06280282,0.00024505,0.01609542,-0.03350133,0.0498418
2000,5,25,-0.01668231,0.16030747,-0.01668231,-0,-0.01318664,-0.00349567,-0.01689724,0.00021493,-0.00725293,-0.00942938,-0.01727708,0.00059477,-0.00375238,-0.01292993
2000,6,8,0.16361952,-1.07295129,0.16361952,0,0.114241,0.04937852,0.15593448,0.00768504,0.05766806,0.10595146,0.16525959,-0.00164007,0.02745579,0.13616373
2000,6,21,-0.00554294,0.06090551,-0.00554294,-0,-0.00461241,-0.00093053,-0.00576421,0.00022127,-0.00261599,-0.00292695,-0.00580473,0.00026179,-0.00138982,-0.00415312
2000,7,6,0.02413409,-0.10103332,0.02413409,0,0.0151209,0.00901319,0.02187817,0.00225592,0.00696252,0.01717157,0.0238954,0.00023869,0.00297847,0.02115562
2000,7,20,-0.00659526,-0.25580431,-0,-0.00659526,0.00443436,-0.01102962,-0.00042042,-0.00617484,0.0057417,-0.01233696,-0.00414995,-0.00244531,0.00449149,-0.01108675
2000,8,3,-0.01317134,-0.16677948,-0,-0.01317134,-0.00154456,-0.01162678,-0.00758785,-0.00558349,0.00218587,-0.01535721,-0.01117742,-0.00199392,0.00252874,-0.01570008
2000,8,31,-0.0678423,0.345034,-0.0678423,-0,-0.04435022,-0.02349208,-0.06269757,-0.00514473,-0.021218,-0.0466243,-0.06768381,-0.00015849,-0.00951498,-0.05832732
2000,9,14,-0.03153834,0.50002942,-0.03153834,-0,-0.03088316,-0.00065518,-0.03580756,0.00426922,-0.01902446,-0.01251388,-0.03431685,0.00277851,-0.01078109,-0.02075725
2000,10,5,0.0760064,-0.33792202,0.0760064,0,0.0482173,0.0277891,0.06928876,0.00671764,0.02245961,0.05354679,0.07542042,0.00058598,0.00974961,0.06625679
2000,10,19,0.00136855,0.68181491,0,0.00136855,-0.0199244,0.02129295,-0.01224358,0.01361213,-0.01814996,0.01951851,-0.00441891,0.00578746,-0.01270172,0.01407027
2000,11,2,-0.00138624,0.12367614,-0.00138624,-0,-0.00443138,0.00304514,-0.0035684,0.00218216,-0.00357925,0.00219301,-0.00236241,0.00097617,-0.00237762,0.00099138
2000,11,16,-0.02017797,-0.19483855,-0,-0.02017797,-0.00419976,-0.01597821,-0.01281398,-0.00736399,0.00171249,-0.02189046,-0.01763279,-0.00254518,0.00273837,-0.02291634
2000,11,30,0,-0.05492882,0,0,0.00166029,-0.00166029,0.00107727,-0.00107727,0.00148157,-0.00148157,0.00046129,-0.00046129,0.00102825,-0.00102825
2000,12,14,0.02158205,0.379688,0,0.02158205,-0.0006855,0.02226755,0.01034624,0.01123581,-0.00645181,0.02803386,0.01742128,0.00416077,-0.00613545,0.0277175
2001,1,4,0.00764495,-0.0321331,0.00764495,0,0.00479374,0.00285121,0.00693287,0.00071208,0.00220899,0.00543596,0.00757042,7.453e-05,0.0009459,0.00669905
2001,1,18,0.00245751,-0.16031401,0.00245751,0,0.00607444,-0.00361693,0.00517013,-0.00271262,0.00475555,-0.00229804,0.00369311,-0.0012356,0.00311173,-0.00065422
2001,2,1,0.007227,0.08102708,0,0.007227,0.00116436,0.00606264,0.00436899,0.00285801,-0.0009166,0.0081436,0.00622099,0.00100601,-0.00119125,0.00841825
2001,2,15,0.00937643,0.25260043,0,0.00937643,-0.00294694,0.01232337,0.00277611,0.00660032,-0.00516697,0.0145434,0.00683274,0.00254369,-0.00430623,0.01368266
2001,3,1,0.04361231,-0.16582604,0.04361231,0,0.02681845,0.01679386,0.03920717,0.00440514,0.01213008,0.03148223,0.04304032,0.00057199,0.00506879,0.03854352
2001,3,15,0.00580163,0.10594608,0,0.00580163,-0.00030153,0.00610316,0.00270517,0.00309646,-0.00183899,0.00764062,0.00465056,0.00115107,-0.00172194,0.00752357
2001,3,29,0.04729883,-0.52518958,0.04729883,0,0.0395239,0.00777493,0.04929431,-0.00199548,0.02247028,0.02482855,0.04957868,-0.00227985,0.01196203,0.0353368
2001,4,11,0.17336277,0.70978016,0,0.17336277,0.06522743,0.10813534,0.12900389,0.04435888,0.01129405,0.16206872,0.15959274,0.01377003,-0.0054775,0.17884027
2001,4,26,0.01173069,0.27429905,0,0.01173069,-0.00242567,0.01415636,0.00429146,0.00743923,-0.00533888,0.01706957,0.00889873,0.00283196,-0.00460637,0.01633706
2001,5,10,-0.22575142,0.80856205,-0.22575142,-0,-0.13731547,-0.08843595,-0.20197219,-0.02377923,-0.06144578,-0.16430564,-0.22237236,-0.00337906,-0.02530532,-0.2004461
2001,5,23,0.00853605,-0.04531677,0.00853605,0,0.00563778,0.00289827,0.00792607,0.00060998,0.00272104,0.00581501,0.0085321,3.95e-06,0.00123283,0.00730322
2001,6,7,0.00372321,-0.16296877,0.00372321,0,0.00678753,-0.00306432,0.00626566,-0.00254245,0.00504939,-0.00132618,0.00492409,-0.00120088,0.00321844,0.00050477
2001,6,21,0.04658577,0.09125381,0,0.04658577,0.02053463,0.02605114,0.03661668,0.00996909,0.00571807,0.0408677,0.04372091,0.00286486,0.00039028,0.04619549
2001,7,5,0.02310666,-0.31151706,0.02310666,0,0.02096931,0.00213735,0.02515916,-0.0020525,0.0124594,0.01064726,0.02468188,-0.00157522,0.00687238,0.01623428
2001,7,19,0.02050148,0.07785943,0,0.02050148,0.00789735,0.01260413,0.01537489,0.00512659,0.00149953,0.01900195,0.01892411,0.00157737,-0.00053399,0.02103547
2001,8,2,0.06361702,-0.17170993,0.06361702,0,0.03699865,0.02661837,0.0558149,0.00780212,0.01580116,0.04781586,0.06219331,0.00142371,0.00608007,0.05753695
2001,8,30,-0.03818363,-0.99537822,-0,-0.03818363,0.01099469,-0.04917832,-0.01195796,-0.02622567,0.02014365,-0.05832728,-0.02810451,-0.01007912,0.01691314,-0.05509677
2001,9,27,0.01658983,-0.70821535,0.01658983,0,0.02970158,-0.01311175,0.02756664,-0.01097681,0.02201513,-0.0054253,0.02179004,-0.00520021,0.01400489,0.00258494
2001,10,11,0.07965324,0.90069346,0,0.07965324,0.01260208,0.06705116,0.04800342,0.03164982,-0.01030864,0.08996188,0.06850122,0.01115202,-0.01327262,0.09292586
2001,10,25,0.02946434,-0.48478595,0.02946434,0,0.02938541,7.893e-05,0.03379875,-0.00433441,0.01824916,0.01121518,0.03220826,-0.00274392,0.01040231,0.01906203
2001,11,8,0.02851834,-0.51717385,0.02851834,0,0.02989137,-0.00137303,0.03365404,-0.0051357,0.01895664,0.0095617,0.03157686,-0.00305852,0.01096599,0.01755235
2001,12,6,0.02949904,-0.36411508,0.02949904,0,0.02575534,0.0037437,0.03146075,-0.00196171,0.01500046,0.01449858,0.03122802,-0.00172898,0.00814495,0.02135409
2002,1,3,0.02064142,0.02256732,0,0.02064142,0.00963859,0.01100283,0.01657466,0.00406676,0.00301547,0.01762595,0.01952208,0.00111934,0.00050737,0.02013405
2002,2,7,0.03254447,0.73011999,0,0.03254447,-0.00579652,0.03834099,0.01251119,0.02003328,-0.01397908,0.04652355,0.02494699,0.00759748,-0.01220161,0.04474608
2002,3,7,0.01260563,0.20327803,0,0.01260563,0.00015849,0.01244714,0.00640565,0.00619998,-0.00326965,0.01587528,0.01033068,0.00227495,-0.00323746,0.01584309
2002,4,4,-0.01416075,-0.14846166,-0,-0.01416075,-0.00259294,-0.01156781,-0.00876279,-0.00539796,0.00151807,-0.01567882,-0.01227609,-0.00188466,0.00214127,-0.01630202
2002,5,2,0.04715893,-0.2537061,0.04715893,0,0.03124804,0.01591089,0.0438546,0.00330433,0.01512313,0.0320358,0.04716519,-6.26e-06,0.00687364,0.04028529
2002,6,6,0.0057496,-0.28223068,0.0057496,0,0.01140556,-0.00565596,0.01027524,-0.00452564,0.00862196,-0.00287236,0.00786075,-0.00211115,0.00554227,0.00020733
2002,7,4,-0.00793278,-0.23717285,-0,-0.00793278,0.00320244,-0.01113522,-0.0018885,-0.00604428,0.00500433,-0.01293711,-0.00558368,-0.0023491,0.00408246,-0.01201524
2002,8,1,0.00227201,-0.52637732,0.00227201,0,0.01704639,-0.01477438,0.01219647,-0.00992446,0.01459662,-0.01232461,0.00659013,-0.00431812,0.00995597,-0.00768396
2002,9,12,-0.02366379,-0.88099301,-0,-0.02366379,0.01479718,-0.03846097,-0.00223082,-0.02143297,0.01960775,-0.04327154,-0.01519933,-0.00846446,0.01542595,-0.03908974
2002,10,10,0.03071983,-0.18462331,0.03071983,0,0.02094038,0.00977945,0.02894698,0.00177285,0.01037346,0.02034637,0.03088646,-0.00016663,0.00483991,0.02587992
2002,11,7,0.02778629,-1.60454961,0.02778629,0,0.06239259,-0.0346063,0.05437627,-0.02658998,0.04815734,-0.02037105,0.04000946,-0.01222317,0.03128835,-0.00350206
2002,12,5,-0.04331595,-0.89127732,-0,-0.04331595,0.00528195,-0.0485979,-0.0182308,-0.02508515,0.01643467,-0.05975062,-0.03387987,-0.00943608,0.01473321,-0.05804916
2003,1,9,0.02437889,1.23744907,0,0.02437889,-0.02521394,0.04959283,-0.0041705,0.02854939,-0.0290967,0.05347559,0.01288874,0.01149015,-0.02206649,0.04644538
2003,2,6,0.02010775,-1.40471361,0.02010775,0,0.05251303,-0.03240528,0.0441267,-0.02401895,0.04141909,-0.02131134,0.03099861,-0.01089086,0.02720159,-0.00709384
2003,3,6,0.04343564,-1.38558258,0.04343564,0,0.06359872,-0.02016308,0.06298354,-0.0195479,0.04499893,-0.00156329,0.053115,-0.00967936,0.0278943,0.01554134
2003,4,3,0.02058424,-0.23679494,0.02058424,0,0.01744953,0.00313471,0.02161416,-0.00102992,0.01000108,0.01058316,0.02164557,-0.00106133,0.00535997,0.01522427
2003,5,8,0.03846894,-1.12156217,0.03846894,0,0.05313504,-0.0146661,0.05371088,-0.01524194,0.0370056,0.00146334,0.04615482,-0.00768588,0.02272819,0.01574075
2003,6,5,-0.05591729,-0.93779993,-0,-0.05591729,0.00038749,-0.05630478,-0.02770723,-0.02821006,0.01547699,-0.07139428,-0.04552287,-0.01039442,0.01503646,-0.07095375
2003,7,10,0.0075694,0.25653996,0,0.0075694,-0.00396953,0.01153893,0.00120909,0.00636031,-0.00559051,0.01315991,0.00507403,0.00249537,-0.00446138,0.01203078
2003,7,31,0.00658004,-0.08394781,0.00658004,0,0.00582744,0.0007526,0.00707113,-0.00049109,0.00341959,0.00316045,0.00698862,-0.00040858,0.00186788,0.00471216
2003,9,4,-0.00494854,-0.15110905,-0,-0.00494854,0.00209318,-0.00704172,-0.00111612,-0.00383242,0.00320694,-0.00815548,-0.00345663,-0.00149191,0.0026058,-0.00755434
2003,10,2,0.0142864,-0.77918705,0.0142864,0,0.03069507,-0.01640867,0.02705954,-0.01277314,0.02352498,-0.00923858,0.02018638,-0.00589998,0.0152297,-0.0009433
2003,11,6,0.00453532,0.10115685,0,0.00453532,-0.00078993,0.00532525,0.00175512,0.0027802,-0.00193215,0.00646747,0.00348152,0.0010538,-0.00168933,0.00622465
2003,12,4,-0.00935051,-0.46528059,-0,-0.00935051,0.00938841,-0.01873892,0.00141637,-0.01076688,0.01090804,-0.02025855,-0.00502192,-0.00432859,0.0082887,-0.01763921
2004,1,8,-0.00570874,0.32201916,-0.00570874,-0,-0.01258779,0.00687905,-0.01102189,0.00531315,-0.00968798,0.00397924,-0.00815587,0.00244713,-0.00628526,0.00057652
2004,2,5,-0.00839319,-0.08221407,-0,-0.00839319,-0.00171158,-0.00668161,-0.00530714,-0.00308605,0.00074386,-0.00913705,-0.00732468,-0.00106851,0.00116094,-0.00955413
2004,3,4,0.0393093,0.24664537,0,0.0393093,0.0121995,0.0271098,0.02757023,0.01173907,0.00024919,0.03906011,0.03546726,0.00384204,-0.00284638,0.04215568
2004,4,1,0.07296493,-0.37845871,0.07296493,0,0.04792183,0.0250431,0.06757632,0.00538861,0.02301897,0.04994596,0.07285638,0.00010855,0.01037144,0.06259349
2004,5,6,0.0106747,-0.37566942,0.0106747,0,0.01669241,-0.00601771,0.01616814,-0.00549344,0.01200698,-0.00133228,0.01334868,-0.00267398,0.00751327,0.00316143
2004,6,3,-0.01047553,0.16367397,-0.01047553,-0,-0.01018501,-0.00029052,-0.01184626,0.00137073,-0.00625396,-0.00422157,-0.01137816,0.00090263,-0.00353581,-0.00693972
2004,7,1,0.00049905,-0.2621215,0.00049905,0,0.00817246,-0.00767341,0.00555219,-0.00505314,0.00715769,-0.00665864,0.00267784,-0.00217879,0.00492932,-0.00443027
2004,8,5,0.0006859,0.05590263,0,0.0006859,-0.00134677,0.00203267,-0.0005309,0.0012168,-0.0013874,0.0020733,0.00018554,0.00050036,-0.00101558,0.00170148
2004,9,2,0.01226794,-0.1622594,0.01226794,0,0.01103846,0.00122948,0.01329622,-0.00102828,0.00653051,0.00573743,0.01307795,-0.00081001,0.00359007,0.00867787
2004,10,7,-0.01174128,-0.06097013,-0,-0.01174128,-0.00402774,-0.00771354,-0.00848402,-0.00325726,-0.00041699,-0.01132429,-0.01070036,-0.00104092,0.00061244,-0.01235372
2004,11,4,-0.00543329,-0.07725479,-0,-0.00543329,-0.00038153,-0.00505176,-0.0029642,-0.00246909,0.00112979,-0.00656308,-0.00453976,-0.00089353,0.00120144,-0.00663473
2004,12,2,0.01333335,-0.34658875,0.01333335,0,0.01714274,-0.00380939,0.01778966,-0.00445631,0.0116894,0.00164395,0.01564335,-0.00231,0.00708866,0.00624469
2005,1,13,-0.03347474,0.02423328,-0.03347474,-0,-0.01746985,-0.01600489,-0.0280726,-0.00540214,-0.00653104,-0.0269437,-0.03217033,-0.00130441,-0.00196156,-0.03151318
2005,2,3,-0.00350263,-0.32887773,-0,-0.00350263,0.00818941,-0.01169204,0.00356234,-0.00706497,0.00825567,-0.0117583,-0.00058297,-0.00291966,0.00599871,-0.00950134
2005,3,3,-0.00718546,0.16930795,-0.00718546,-0,-0.00871027,0.00152481,-0.00924434,0.00205888,-0.00582826,-0.0013572,-0.00828361,0.00109815,-0.00349307,-0.00369239
2005,4,7,-0.01347769,-0.31312757,-0,-0.01347769,0.00272581,-0.0162035,-0.00497021,-0.00850748,0.00607945,-0.01955714,-0.01024096,-0.00323673,0.00525453,-0.01873222
2005,5,4,0.00148418,0.25566349,0,0.00148418,-0.00698565,0.00846983,-0.00379051,0.00527469,-0.00663529,0.00811947,-0.00072971,0.00221389,-0.00471909,0.00620327
2005,6,2,0.01500552,-0.14392818,0.01500552,0,0.01185316,0.00315236,0.01519363,-0.00018811,0.00651673,0.00848879,0.01553827,-0.00053275,0.00337024,0.01163528
2005,7,7,0.01925217,0.93338077,0,0.01925217,-0.01858647,0.03783864,-0.00243366,0.02168583,-0.02179536,0.04104753,0.01054649,0.00870568,-0.01660536,0.03585753
2005,8,4,0.001029,-0.05242843,0.001029,0,0.00209921,-0.00107021,0.00187656,-0.00084756,0.00159479,-0.00056579,0.00142294,-0.00039394,0.0010278,1.2e-06
2005,9,1,-0.00476272,0.11799447,-0.00476272,-0,-0.00594788,0.00118516,-0.00624062,0.0014779,-0.00401883,-0.00074389,-0.00553908,0.00077636,-0.00242336,-0.00233936
2005,10,6,-0.00188755,0.19684521,-0.00188755,-0,-0.00689366,0.00500611,-0.00541669,0.00352914,-0.00564082,0.00375327,-0.00345561,0.00156806,-0.00376991,0.00188236
2005,11,3,-0.01026146,0.65821821,-0.01026146,-0,-0.02502617,0.01476471,-0.02136884,0.01110738,-0.01955546,0.009294,-0.01532687,0.00506541,-0.01278389,0.00252243
2005,12,1,-0.02670689,0.46817372,-0.02670689,-0,-0.02750456,0.00079767,-0.03119964,0.00449275,-0.01731694,-0.00938995,-0.02943552,0.00272863,-0.00996712,-0.01673977
2006,1,12,-0.02225289,0.11555121,-0.02225289,-0,-0.01461912,-0.00763377,-0.02061199,-0.0016409,-0.00702381,-0.01522908,-0.02222087,-3.202e-05,-0.0031655,-0.01908739
2006,2,2,-0.00833432,0.03444805,-0.00833432,-0,-0.00520839,-0.00312593,-0.0075466,-0.00078772,-0.00239247,-0.00594185,-0.00824818,-8.614e-05,-0.00102029,-0.00731403
2006,3,2,0.00850003,-0.54361807,0.00850003,0,0.02068152,-0.01218149,0.01766912,-0.00916909,0.01615515,-0.00765512,0.01268238,-0.00418235,0.01055926,-0.00205923
2006,4,6,-0.08984051,0.31708557,-0.08984051,-0,-0.05450455,-0.03533596,-0.08028527,-0.00955524,-0.02432655,-0.06551396,-0.08845637,-0.00138414,-0.00998274,-0.07985777
2006,5,4,-0.00191047,-0.03966908,-0,-0.00191047,0.00024381,-0.00215428,-0.00079704,-0.00111343,0.00073454,-0.00264501,-0.00149127,-0.0004192,0.00065653,-0.002567
2006,6,8,-0.03983118,0.59052958,-0.03983118,-0,-0.03776506,-0.00206612,-0.04441926,0.00458808,-0.02292151,-0.01690967,-0.04299614,0.00316496,-0.01284878,-0.0269824
2006,7,6,0.02005941,-0.12308404,0.02005941,0,0.01375007,0.00630934,0.01895137,0.00110804,0.00684186,0.01321755,0.02018945,-0.00013004,0.0032077,0.01685171
2006,8,3,0.01736394,-0.00273188,0.01736394,0,0.00876454,0.0085994,0.0143688,0.00299514,0.0031224,0.01424154,0.0166047,0.00075924,0.00083332,0.01653062
2006,8,31,0.01073192,-0.01625492,0.01073192,0,0.00585728,0.00487464,0.00916643,0.00156549,0.00232272,0.0084092,0.01038499,0.00034693,0.00078772,0.0099442
2006,10,5,-0.00018962,0.09462191,-0.00018962,-0,-0.00295487,0.00276525,-0.00201206,0.00182244,-0.00258548,0.00239586,-0.0009757,0.00078608,-0.00177984,0.00159022
2006,11,2,-0.00529334,-0.90067325,-0,-0.00529334,0.02457726,-0.0298706,0.01330017,-0.01859351,0.02336401,-0.02865735,0.00250887,-0.00780221,0.01662188,-0.02191522
2006,12,7,0.01962216,0.69718066,0,0.01962216,-0.01126204,0.0308842,0.00250376,0.0171184,-0.01535949,0.03498165,0.0128834,0.00673876,-0.0121671,0.03178926
2007,1,11,-0.04150362,0.64494701,-0.04150362,-0,-0.04024611,-0.00125751,-0.0468653,0.00536168,-0.02468293,-0.01682069,-0.04505023,0.00354661,-0.0139428,-0.02756082
2007,2,8,0.00771568,-0.25462769,0.00771568,0,0.01155427,-0.00383859,0.01135477,-0.00363909,0.00822264,-0.00050696,0.00950645,-0.00179077,0.00511412,0.00260156
2007,3,8,0.00987209,0.08544726,0,0.00987209,0.0023533,0.00751879,0.00646297,0.00340912,-0.00057141,0.0104435,0.00870981,0.00116228,-0.00115484,0.01102693
2007,4,12,-0.00346171,-0.32149992,-0,-0.00346171,0.00798687,-0.01144858,0.00345138,-0.00691309,0.00806386,-0.01152557,-0.00060585,-0.00285586,0.00586244,-0.00932415
2007,5,10,-0.00290809,-0.1173842,-0,-0.00290809,0.00209403,-0.00500212,-9.534e-05,-0.00281275,0.00265555,-0.00556364,-0.00179131,-0.00111678,0.0020664,-0.00497449
2007,6,6,-0.00703539,-0.11073382,-0,-0.00703539,-0.00017063,-0.00686476,-0.00362841,-0.00340698,0.00175151,-0.0087869,-0.00578854,-0.00124685,0.00175598,-0.00879137
2007,7,5,0.00075216,-0.12065965,0.00075216,0,0.00402316,-0.003271,0.00298649,-0.00223433,0.00338655,-0.00263439,0.00173157,-0.00097941,0.00229259,-0.00154043
2007,8,2,-0.00330418,-0.05102855,-0,-0.00330418,-0.00010969,-0.00319449,-0.00172326,-0.00158092,0.00079623,-0.00410041,-0.00272681,-0.00057737,0.0008064,-0.00411058
2007,9,6,-0.03781337,0.52631203,-0.03781337,-0,-0.0348151,-0.00299827,-0.04149629,0.00368292,-0.02083512,-0.01697825,-0.04052993,0.00271656,-0.01155576,-0.02625761
2007,10,4,-0.00196639,-0.08321707,-0,-0.00196639,0.00153214,-0.00349853,1.093e-05,-0.00197732,0.00189932,-0.00386571,-0.00117896,-0.00078743,0.00146922,-0.00343561
2007,11,8,-0.01982925,-0.34910278,-0,-0.01982925,0.00063743,-0.02046668,-0.00950103,-0.01032822,0.0059346,-0.02576385,-0.01600428,-0.00382497,0.00564186,-0.02547111
2007,12,6,0.01949256,-0.38173808,0.01949256,0,0.02128477,-0.00179221,0.0235568,-0.00406424,0.01371888,0.00577368,0.02182029,-0.00232773,0.00802409,0.01146847
2008,1,10,-0.00175552,-0.29561503,-0,-0.00175552,0.00805756,-0.00981308,0.00435035,-0.00610587,0.00766524,-0.00942076,0.0008061,-0.00256162,0.00545474,-0.00721026
2008,2,7,-0.04888653,-0.60503824,-0,-0.04888653,-0.00615526,-0.04273127,-0.02843707,-0.02044946,0.00773602,-0.05662255,-0.04160332,-0.00728321,0.00912397,-0.0580105
2008,3,6,0.0291067,-0.5644706,0.0291067,0,0.03161515,-0.00250845,0.03506669,-0.00595999,0.02033566,0.00877104,0.03253591,-0.00342921,0.01187787,0.01722883
2008,4,10,0.00095366,0.04997474,0,0.00095366,-0.00103372,0.00198738,-0.00019389,0.00114755,-0.0011805,0.00213416,0.00049102,0.00046264,-0.00089255,0.00184621
2008,5,8,-0.0109625,-0.42531973,-0,-0.0109625,0.00737455,-0.01833705,-0.00069631,-0.01026619,0.00954716,-0.02050966,-0.00689689,-0.00406561,0.00746804,-0.01843054
2008,6,5,0.14343617,-0.43398363,0.14343617,0,0.08483576,0.05860041,0.12676336,0.01667281,0.03688977,0.1065464,0.14061944,0.00281673,0.01458532,0.12885085
