date,year,month,pc1eon1_me_njt,stoxx50_me_njt,bund1y_a,bund10y_a,stoxx50_a,bofaml_ea_hyld_oas_a,eurusd_a,broad_eur,ea_rgdp,ea_gdpdef
01-Jan-2015,2015,1,-0.00735276,0.48445007,-0.13428572,0.45857143,807.23138,4.04,-15.00382,457.0578741,1471.896,465.67648
01-Feb-2015,2015,2,0,0,-0.18799999,0.352,814.70203,3.8675001,-12.658936,455.1558417,1471.9191,465.90195
01-Mar-2015,2015,3,-0.00335964,-0.06589038,-0.2240909,0.26090908,820.38361,3.814091,-8.0273142,452.1244951,1471.6964,466.03452
01-Apr-2015,2015,4,0.00647213,0.14934876,-0.264,0.16250001,822.50684,3.8757143,-7.4940352,451.0199948,1471.958,466.13504
01-May-2015,2015,5,0,0,-0.24578947,0.61842108,819.35529,3.8039999,-10.871885,453.1308337,1472.2523,466.2691
01-Jun-2015,2015,6,-0.00262391,-0.31966197,-0.24272728,0.88272727,816.65332,4.0663638,-11.447179,454.2762726,1472.4237,466.34433
01-Jul-2015,2015,7,0.00061472,0.05540467,-0.28217393,0.80391306,817.28284,4.2656522,-9.4897928,453.3136983,1473.1528,466.4249
01-Aug-2015,2015,8,0,0,-0.27238095,0.65190476,814.30902,4.4738097,-10.774023,455.9649671,1472.4458,466.53549
01-Sep-2015,2015,9,-0.00179498,0.9635312,-0.26090908,0.68136364,805.97589,4.915,-11.519821,457.409223,1472.5277,466.63675
01-Oct-2015,2015,10,-0.02041936,2.00693574,-0.29727274,0.5509091,809.37396,5.1622725,-11.637166,456.9232079,1472.7502,466.83798
01-Nov-2015,2015,11,0,0,-0.3604762,0.56666666,814.30444,4.7819047,-7.0946569,453.9777967,1473.0327,466.93567
01-Dec-2015,2015,12,0.09469723,-3.64585352,-0.37799999,0.611,809.79626,5.0445452,-8.4030476,455.902153,1473.5131,466.95135
01-Jan-2016,2016,1,-0.02108314,0.40071391,-0.4285,0.51950002,801.61902,5.9365001,-8.2458019,457.4298522,1473.8896,466.95898
01-Feb-2016,2016,2,0,0,-0.48809522,0.21666667,795.90936,6.0390477,-10.365461,458.7209861,1473.5643,466.98166
01-Mar-2016,2016,3,0.04858048,0.68863376,-0.50047618,0.19047619,801.63635,5.3418183,-10.422594,457.6462022,1473.8905,467.0657
01-Apr-2016,2016,4,0.00156239,-0.2486707,-0.50619048,0.16428572,801.62207,4.8076191,-12.566995,458.3129055,1474.1204,467.09131
01-May-2016,2016,5,0,0,-0.51476187,0.16809523,800.0755,4.6913638,-12.313301,458.7108043,1474.0303,467.19943
01-Jun-2016,2016,6,-0.00053339,-0.45169528,-0.58045453,-0.006363637,797.55426,4.7372727,-11.585756,458.3026821,1473.9404,467.27731
01-Jul-2016,2016,7,0.02497346,0.2685607,-0.65238094,-0.1452381,797.87384,4.4457145,-10.150883,458.0570069,1474.1637,467.33289
01-Aug-2016,2016,8,0,0,-0.61695653,-0.14956522,800.3902,4.0382609,-11.435212,458.4661309,1474.4613,467.37799
01-Sep-2016,2016,9,0.01302278,-0.70677867,-0.65818185,-0.10636364,801.02722,4.0486364,-11.440081,458.6904377,1474.5184,467.418
01-Oct-2016,2016,10,-0.00055054,0.09883986,-0.68650001,-0.0065,802.03174,3.8728571,-9.7624273,458.4865433,1474.9633,467.43469
01-Nov-2016,2016,11,0,0,-0.7318182,0.21272728,801.50909,4.0218182,-7.6696157,458.1594449,1475.1343,467.44083
01-Dec-2016,2016,12,0.00126248,0.76108915,-0.81476188,0.32095239,807.28101,3.8866665,-5.2798734,457.171681,1475.5656,467.53333
01-Jan-2017,2017,1,-0.00011167,0.35398374,-0.7318182,0.33818182,810.12817,3.5390475,-5.9579172,457.5535381,1475.0945,467.56329
01-Feb-2017,2017,2,0,0,-0.84799999,0.3105,809.95319,3.4974999,-6.2258887,456.8091178,1475.9044,467.75021
01-Mar-2017,2017,3,0.00096352,0.39268821,-0.8595652,0.37434784,813.94263,3.5008695,-6.6174765,457.2026967,1476.6501,467.93341
01-Apr-2017,2017,4,-0.00268325,0.02523525,-0.81611109,0.26166666,815.80597,3.513684,-6.9721546,456.7987395,1476.1221,468.18323
01-May-2017,2017,5,0,0,-0.74363637,0.40000001,818.91663,3.087826,-10.044558,458.9040804,1476.5951,468.31894
01-Jun-2017,2017,6,-0.00146786,-0.169991,-0.72238094,0.32761905,817.40521,2.8881817,-11.59326,459.7843411,1476.7832,468.41473
01-Jul-2017,2017,7,-0.01090708,0.0560513,-0.70285714,0.54952383,815.58838,2.8609524,-14.066363,461.4625345,1476.9812,468.43301
01-Aug-2017,2017,8,0,0,-0.73739129,0.41173911,814.64734,2.7065217,-16.606396,463.0057901,1477.0082,468.47968
01-Sep-2017,2017,9,0.00099561,0.05664905,-0.76428568,0.40952381,816.24554,2.6447618,-17.51545,463.0155439,1477.7166,468.55881
01-Oct-2017,2017,10,0.00138533,0.40000084,-0.77850002,0.4515,819.27594,2.4590909,-16.175144,462.8105157,1477.0939,468.64163
01-Nov-2017,2017,11,0,0,-0.78636366,0.40136364,818.89905,2.6063638,-16.02021,462.9472479,1478.1803,468.78162
01-Dec-2017,2017,12,-0.0017787,0.19861475,-0.78684211,0.39105263,817.8797,2.8185,-16.856474,463.2396172,1478.5604,468.87802
01-Jan-2018,2018,1,-4.37e-05,-0.60682878,-0.67681819,0.56954545,819.19928,2.5986364,-19.872137,463.9088404,1478.1621,469.03564
01-Feb-2018,2018,2,0,0,-0.66900003,0.74699998,813.92133,2.7725,-21.087114,464.3043838,1478.1577,469.11252
01-Mar-2018,2018,3,0.0023023,0.66280236,-0.69476187,0.61714286,812.38574,2.9300001,-20.994057,464.506375,1478.5581,469.25607
01-Apr-2018,2018,4,-0.00079894,-0.12311498,-0.667,0.57249999,814.82172,3.0238094,-20.505659,464.554408,1478.7057,469.379
01-May-2018,2018,5,0,0,-0.67285717,0.55428571,817.09589,3.2082608,-16.649372,463.4826071,1478.5789,469.50891
01-Jun-2018,2018,6,-0.00596121,1.24082943,-0.69761902,0.4390476,814.39508,3.5676191,-15.511946,463.4437684,1478.9406,469.6152
01-Jul-2018,2018,7,0,0.23589142,-0.69045454,0.35636362,814.92218,3.6118181,-15.577504,464.6887779,1478.5306,469.75717
01-Aug-2018,2018,8,0,0,-0.66565216,0.35826087,814.22253,3.5669565,-14.396169,465.1862914,1479.2981,469.86462
01-Sep-2018,2018,9,-0.00091647,-0.18695419,-0.62449998,0.43700001,812.11487,3.5410001,-15.344752,466.2778499,1478.9348,469.97626
01-Oct-2018,2018,10,0.00168416,-0.59883743,-0.67454547,0.4740909,808.43518,3.7791305,-13.834886,465.1958347,1478.9559,470.10156
01-Nov-2018,2018,11,0,0,-0.68409091,0.39454547,806.65887,4.3427272,-12.810419,464.3140117,1479.2841,470.22974
01-Dec-2018,2018,12,-0.00060007,0.12055604,-0.68235296,0.26941177,802.62158,4.9435,-12.96349,464.400621,1479.1346,470.3576
01-Jan-2019,2019,1,-0.00375949,-0.61087131,-0.62272727,0.20681818,803.53357,4.800909,-13.245531,463.8121286,1479.2965,470.51093
01-Feb-2019,2019,2,0,0,-0.57699996,0.1075,807.7973,4.2915001,-12.672185,463.1812117,1479.8099,470.6857
01-Mar-2019,2019,3,-0.00560113,-0.36168037,-0.57857144,0.052857142,811.15369,3.9338095,-12.242757,462.8202885,1479.4774,470.85025
